,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GSMA Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Metric,id,Attribute,id,"Market, Operator",Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020
309,"Net additions, including cellular M2M",0,Total,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000","2,000","15,000","47,000","-48,000","40,000","-8,000","57,000","21,000","-6,000","9,000","15,250","11,189","12,235","23,286","-40,660","2,360","55,386","60,441","-38,487","26,583","-22,368","31,697","72,763","-63,181","-11,132","41,292","59,635","35,379","24,671","19,804","19,727","19,734","17,077","16,085","16,140","16,125","15,259","15,061","15,006","14,814","14,384","14,118","14,003"
309,"Net additions, including cellular M2M",0,Total,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000","2,000","15,000","47,000","-48,000","40,000","-8,000","57,000","21,000","-6,000","9,000","15,250","11,189","12,235","23,286","-40,660","2,360","55,386","60,441","-38,487","26,583","-22,368","31,697","72,763","-63,181","-11,132","41,292","59,635","35,379","24,671","19,804","19,727","19,734","17,077","16,085","16,140","16,125","15,259","15,061","15,006","14,814","14,384","14,118","14,003"
309,"Net additions, including cellular M2M",1251,Cellular M2M,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,235,286,340,360,386,441,513,583,632,697,763,819,868,927,"1,000","1,063","1,100","1,173","1,245","1,306","1,338","1,410","1,482","1,541","1,566","1,637","1,707","1,760","1,793","1,846","1,920"
309,"Net additions, including cellular M2M",1251,Cellular M2M,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,235,286,340,360,386,441,513,583,632,697,763,819,868,927,"1,000","1,063","1,100","1,173","1,245","1,306","1,338","1,410","1,482","1,541","1,566","1,637","1,707","1,760","1,793","1,846","1,920"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"Growth rate, including cellular M2M, quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"Growth rate, including cellular M2M, quarterly",0,Total,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12%,0.30%,2.26%,6.92%,-6.61%,5.90%,-1.11%,8.03%,2.74%,-0.76%,1.15%,1.93%,1.39%,1.50%,2.81%,-4.77%,0.29%,6.80%,6.95%,-4.14%,2.98%,-2.44%,3.54%,7.84%,-6.31%,-1.19%,4.46%,6.16%,3.44%,2.32%,1.82%,1.78%,1.75%,1.49%,1.38%,1.37%,1.35%,1.26%,1.23%,1.21%,1.18%,1.13%,1.10%,1.08%
310,"Growth rate, including cellular M2M, quarterly",0,Total,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12%,0.30%,2.26%,6.92%,-6.61%,5.90%,-1.11%,8.03%,2.74%,-0.76%,1.15%,1.93%,1.39%,1.50%,2.81%,-4.77%,0.29%,6.80%,6.95%,-4.14%,2.98%,-2.44%,3.54%,7.84%,-6.31%,-1.19%,4.46%,6.16%,3.44%,2.32%,1.82%,1.78%,1.75%,1.49%,1.38%,1.37%,1.35%,1.26%,1.23%,1.21%,1.18%,1.13%,1.10%,1.08%
310,"Growth rate, including cellular M2M, quarterly",1251,Cellular M2M,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.60%,53.53%,42.43%,35.42%,27.69%,23.25%,21.55%,20.63%,19.43%,17.64%,16.54%,15.53%,14.43%,13.37%,12.59%,12.06%,11.44%,10.63%,10.24%,9.86%,9.42%,8.82%,8.54%,8.27%,7.94%,7.48%,7.27%,7.07%,6.81%,6.49%,6.28%,6.14%
310,"Growth rate, including cellular M2M, quarterly",1251,Cellular M2M,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.60%,53.53%,42.43%,35.42%,27.69%,23.25%,21.55%,20.63%,19.43%,17.64%,16.54%,15.53%,14.43%,13.37%,12.59%,12.06%,11.44%,10.63%,10.24%,9.86%,9.42%,8.82%,8.54%,8.27%,7.94%,7.48%,7.27%,7.07%,6.81%,6.49%,6.28%,6.14%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Growth rate, including cellular M2M, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Growth rate, including cellular M2M, annual",0,Total,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02%,19.42%,12.42%,13.08%,2.42%,8.13%,4.57%,5.65%,16.22%,8.91%,11.41%,5.12%,3.74%,6.10%,7.83%,0.75%,-0.34%,4.87%,9.09%,9.81%,12.76%,3.01%,-0.28%,12.18%,2.06%,3.36%,4.28%,2.66%,13.35%,17.38%,14.42%,9.69%,7.90%,7.02%,6.56%,6.13%,5.71%,5.47%,5.30%,5.14%,4.96%,4.83%,4.69%,4.56%
311,"Growth rate, including cellular M2M, annual",0,Total,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02%,19.42%,12.42%,13.08%,2.42%,8.13%,4.57%,5.65%,16.22%,8.91%,11.41%,5.12%,3.74%,6.10%,7.83%,0.75%,-0.34%,4.87%,9.09%,9.81%,12.76%,3.01%,-0.28%,12.18%,2.06%,3.36%,4.28%,2.66%,13.35%,17.38%,14.42%,9.69%,7.90%,7.02%,6.56%,6.13%,5.71%,5.47%,5.30%,5.14%,4.96%,4.83%,4.69%,4.56%
311,"Growth rate, including cellular M2M, annual",1251,Cellular M2M,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.00%,278.13%,203.56%,159.06%,130.77%,115.84%,106.01%,97.51%,89.17%,81.24%,74.66%,68.75%,63.68%,59.41%,55.56%,52.31%,49.32%,46.60%,44.20%,41.97%,39.91%,38.03%,36.33%,34.74%,33.24%,31.84%,30.64%,29.42%,28.31%
311,"Growth rate, including cellular M2M, annual",1251,Cellular M2M,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.00%,278.13%,203.56%,159.06%,130.77%,115.84%,106.01%,97.51%,89.17%,81.24%,74.66%,68.75%,63.68%,59.41%,55.56%,52.31%,49.32%,46.60%,44.20%,41.97%,39.91%,38.03%,36.33%,34.74%,33.24%,31.84%,30.64%,29.42%,28.31%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Connections, excluding cellular M2M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Connections, excluding cellular M2M",0,Total,,Swaziland,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","767,000","788,000","782,000","791,000","806,000","817,000","829,000","852,000","811,000","813,000","868,000","928,000","889,000","915,000","892,000","923,000","995,000","931,000","919,000","959,365","1,018,000","1,052,316","1,075,887","1,094,518","1,113,000","1,131,428","1,147,167","1,161,842","1,176,500","1,191,084","1,204,777","1,218,201","1,231,500","1,244,554","1,257,145","1,269,417","1,281,500"
3,"Connections, excluding cellular M2M",0,Total,455,MTN,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","767,000","788,000","782,000","791,000","806,000","817,000","829,000","852,000","811,000","813,000","868,000","928,000","889,000","915,000","892,000","923,000","995,000","931,000","919,000","959,365","1,018,000","1,052,316","1,075,887","1,094,518","1,113,000","1,131,428","1,147,167","1,161,842","1,176,500","1,191,084","1,204,777","1,218,201","1,231,500","1,244,554","1,257,145","1,269,417","1,281,500"
3,"Connections, excluding cellular M2M",204,Active,,Swaziland,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","767,000","788,000","782,000","791,000","806,000","817,000","829,000","852,000","811,000","813,000","868,000","928,000","889,000","915,000","892,000","923,000","995,000","931,000","919,000","959,365","1,018,000","1,052,316","1,075,887","1,094,518","1,113,000","1,131,428","1,147,167","1,161,842","1,176,500","1,191,084","1,204,777","1,218,201","1,231,500","1,244,554","1,257,145","1,269,417","1,281,500"
3,"Connections, excluding cellular M2M",99,Prepaid,,Swaziland,"20,683","22,889","25,330","28,031","31,020","34,327","37,685","45,080","52,250","56,257","60,265","62,772","65,280","70,080","74,880","84,480","81,600","87,481","112,358","130,230","141,098","164,850","187,821","208,740","219,399","231,031","249,634","262,204","279,741","313,240","348,699","372,115","389,484","447,803","491,067","508,273","535,414","543,488","590,487","627,405","646,238","646,977","660,615","706,144","656,556","694,840","684,988","739,987","758,825","750,492","756,971","769,249","777,308","786,133","805,704","765,395","766,231","817,288","873,084","835,660","859,326","837,116","865,686","932,751","872,400","860,867","898,418","953,069","984,929","1,006,701","1,023,791","1,040,655","1,057,410","1,071,649","1,084,875","1,098,068","1,111,180","1,123,460","1,135,472","1,147,351","1,158,991","1,170,194","1,181,091","1,191,795"
3,"Connections, excluding cellular M2M",99,Prepaid,455,MTN,"20,683","22,889","25,330","28,031","31,020","34,327","37,685","45,080","52,250","56,257","60,265","62,772","65,280","70,080","74,880","84,480","81,600","87,481","112,358","130,230","141,098","164,850","187,821","208,740","219,399","231,031","249,634","262,204","279,741","313,240","348,699","372,115","389,484","447,803","491,067","508,273","535,414","543,488","590,487","627,405","646,238","646,977","660,615","706,144","656,556","694,840","684,988","739,987","758,825","750,492","756,971","769,249","777,308","786,133","805,704","765,395","766,231","817,288","873,084","835,660","859,326","837,116","865,686","932,751","872,400","860,867","898,418","953,069","984,929","1,006,701","1,023,791","1,040,655","1,057,410","1,071,649","1,084,875","1,098,068","1,111,180","1,123,460","1,135,472","1,147,351","1,158,991","1,170,194","1,181,091","1,191,795"
3,"Connections, excluding cellular M2M",822,Contract,,Swaziland,"1,366","1,499","1,645","1,805","1,980","2,173","2,315","2,420","2,750","2,743","2,735","2,728","2,720","2,920","3,120","3,520","3,400","3,519","3,642","3,770","3,902","4,038","4,179","4,260","4,601","4,969","5,366","5,796","6,259","6,760","7,301","7,885","8,516","9,197","9,933","10,727","11,586","12,512","13,513","14,595","15,762","17,023","18,385","19,856","21,444","23,160","25,012","27,013","29,175","31,508","34,029","36,751","39,692","42,867","46,296","45,605","46,769","50,712","54,916","53,340","55,674","54,884","57,314","62,249","58,600","58,133","60,947","64,931","67,387","69,186","70,727","72,345","74,018","75,518","76,967","78,432","79,904","81,317","82,729","84,149","85,563","86,951","88,326","89,705"
3,"Connections, excluding cellular M2M",822,Contract,455,MTN,"1,366","1,499","1,645","1,805","1,980","2,173","2,315","2,420","2,750","2,743","2,735","2,728","2,720","2,920","3,120","3,520","3,400","3,519","3,642","3,770","3,902","4,038","4,179","4,260","4,601","4,969","5,366","5,796","6,259","6,760","7,301","7,885","8,516","9,197","9,933","10,727","11,586","12,512","13,513","14,595","15,762","17,023","18,385","19,856","21,444","23,160","25,012","27,013","29,175","31,508","34,029","36,751","39,692","42,867","46,296","45,605","46,769","50,712","54,916","53,340","55,674","54,884","57,314","62,249","58,600","58,133","60,947","64,931","67,387","69,186","70,727","72,345","74,018","75,518","76,967","78,432","79,904","81,317","82,729","84,149","85,563","86,951","88,326","89,705"
3,"Connections, excluding cellular M2M",796,2G,,Swaziland,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","762,880","779,449","768,796","772,544","781,646","786,142","790,922","805,710","756,891","749,839","793,575","840,397","789,289","800,576","763,046","776,552","827,059","745,088","712,676","728,860","761,313","769,891","768,096","761,669","755,132","748,556","739,614","729,828","720,125","710,435","700,069","689,552","678,989","668,268","657,215","645,936","634,509"
3,"Connections, excluding cellular M2M",796,2G,455,MTN,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","762,880","779,449","768,796","772,544","781,646","786,142","790,922","805,710","756,891","749,839","793,575","840,397","789,289","800,576","763,046","776,552","827,059","745,088","712,676","728,860","761,313","769,891","768,096","761,669","755,132","748,556","739,614","729,828","720,125","710,435","700,069","689,552","678,989","668,268","657,215","645,936","634,509"
3,"Connections, excluding cellular M2M",755,3G,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",755,3G,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",1292,Mobile broadband capable,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",1292,Mobile broadband capable,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",1120,GSM (Family),,Swaziland,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","767,000","788,000","782,000","791,000","806,000","817,000","829,000","852,000","811,000","813,000","868,000","928,000","889,000","915,000","892,000","923,000","995,000","931,000","919,000","959,365","1,018,000","1,052,316","1,075,887","1,094,518","1,113,000","1,131,428","1,147,167","1,161,842","1,176,500","1,191,084","1,204,777","1,218,201","1,231,500","1,244,554","1,257,145","1,269,417","1,281,500"
3,"Connections, excluding cellular M2M",1120,GSM (Family),455,MTN,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","767,000","788,000","782,000","791,000","806,000","817,000","829,000","852,000","811,000","813,000","868,000","928,000","889,000","915,000","892,000","923,000","995,000","931,000","919,000","959,365","1,018,000","1,052,316","1,075,887","1,094,518","1,113,000","1,131,428","1,147,167","1,161,842","1,176,500","1,191,084","1,204,777","1,218,201","1,231,500","1,244,554","1,257,145","1,269,417","1,281,500"
3,"Connections, excluding cellular M2M",603,GSM,,Swaziland,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","762,880","779,449","768,796","772,544","781,646","786,142","790,922","805,710","756,891","749,839","793,575","840,397","789,289","800,576","763,046","776,552","827,059","745,088","712,676","728,860","761,313","769,891","768,096","761,669","755,132","748,556","739,614","729,828","720,125","710,435","700,069","689,552","678,989","668,268","657,215","645,936","634,509"
3,"Connections, excluding cellular M2M",603,GSM,455,MTN,"22,049","24,388","26,975","29,836","33,000","36,500","40,000","47,500","55,000","59,000","63,000","65,500","68,000","73,000","78,000","88,000","85,000","91,000","116,000","134,000","145,000","168,888","192,000","213,000","224,000","236,000","255,000","268,000","286,000","320,000","356,000","380,000","398,000","457,000","501,000","519,000","547,000","556,000","604,000","642,000","662,000","664,000","679,000","726,000","678,000","718,000","710,000","762,880","779,449","768,796","772,544","781,646","786,142","790,922","805,710","756,891","749,839","793,575","840,397","789,289","800,576","763,046","776,552","827,059","745,088","712,676","728,860","761,313","769,891","768,096","761,669","755,132","748,556","739,614","729,828","720,125","710,435","700,069","689,552","678,989","668,268","657,215","645,936","634,509"
3,"Connections, excluding cellular M2M",951,WCDMA (Family),,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",951,WCDMA (Family),455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",929,WCDMA HSPA,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",929,WCDMA HSPA,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,120","8,551","13,204","18,456","24,354","30,858","38,078","46,290","54,109","63,161","74,425","87,603","99,711","114,424","128,954","146,448","167,941","185,912","206,324","230,505","256,687","282,425","307,791","332,849","357,868","382,872","407,553","432,014","456,375","480,649","504,708","528,649","552,511","576,286","599,930","623,481","646,991"
3,"Connections, excluding cellular M2M",1432,Smartphones,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,230","2,560","4,094","5,586","6,925","9,003","11,022","12,871","15,316","17,347","21,019","24,845","28,532","31,806","36,327","43,560","45,629","53,922","59,356","71,178","80,849","88,210","97,768","108,810","120,181","132,308","147,311","151,576","163,576","187,141","213,626","217,805","237,992","245,568","268,593","305,565","300,899","311,633","340,191","376,660","405,142","429,709","452,802","476,475","500,544","523,567","546,763","570,603","594,946","618,773","643,210","667,966","693,092","718,081","743,244","768,900"
3,"Connections, excluding cellular M2M",1432,Smartphones,455,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310,000",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",99,Prepaid,,Swaziland,93.80%,93.85%,93.90%,93.95%,94.00%,94.05%,94.21%,94.91%,95.00%,95.35%,95.66%,95.84%,96.00%,96.00%,96.00%,96.00%,96.00%,96.13%,96.86%,97.19%,97.31%,97.61%,97.82%,98.00%,97.95%,97.89%,97.90%,97.84%,97.81%,97.89%,97.95%,97.93%,97.86%,97.99%,98.02%,97.93%,97.88%,97.75%,97.76%,97.73%,97.62%,97.44%,97.29%,97.27%,96.84%,96.77%,96.48%,96.48%,96.30%,95.97%,95.70%,95.44%,95.14%,94.83%,94.57%,94.38%,94.25%,94.16%,94.08%,94.00%,93.92%,93.85%,93.79%,93.74%,93.71%,93.67%,93.65%,93.62%,93.60%,93.57%,93.54%,93.50%,93.46%,93.42%,93.38%,93.33%,93.29%,93.25%,93.21%,93.17%,93.13%,93.08%,93.04%,93.00%
53,"% connections, excluding cellular M2M",99,Prepaid,455,MTN,93.80%,93.85%,93.90%,93.95%,94.00%,94.05%,94.21%,94.91%,95.00%,95.35%,95.66%,95.84%,96.00%,96.00%,96.00%,96.00%,96.00%,96.13%,96.86%,97.19%,97.31%,97.61%,97.82%,98.00%,97.95%,97.89%,97.90%,97.84%,97.81%,97.89%,97.95%,97.93%,97.86%,97.99%,98.02%,97.93%,97.88%,97.75%,97.76%,97.73%,97.62%,97.44%,97.29%,97.27%,96.84%,96.77%,96.48%,96.48%,96.30%,95.97%,95.70%,95.44%,95.14%,94.83%,94.57%,94.38%,94.25%,94.16%,94.08%,94.00%,93.92%,93.85%,93.79%,93.74%,93.71%,93.67%,93.65%,93.62%,93.60%,93.57%,93.54%,93.50%,93.46%,93.42%,93.38%,93.33%,93.29%,93.25%,93.21%,93.17%,93.13%,93.08%,93.04%,93.00%
53,"% connections, excluding cellular M2M",822,Contract,,Swaziland,6.20%,6.15%,6.10%,6.05%,6.00%,5.95%,5.79%,5.09%,5.00%,4.65%,4.34%,4.16%,4.00%,4.00%,4.00%,4.00%,4.00%,3.87%,3.14%,2.81%,2.69%,2.39%,2.18%,2.00%,2.05%,2.11%,2.10%,2.16%,2.19%,2.11%,2.05%,2.08%,2.14%,2.01%,1.98%,2.07%,2.12%,2.25%,2.24%,2.27%,2.38%,2.56%,2.71%,2.74%,3.16%,3.23%,3.52%,3.52%,3.70%,4.03%,4.30%,4.56%,4.86%,5.17%,5.43%,5.62%,5.75%,5.84%,5.92%,6.00%,6.08%,6.15%,6.21%,6.26%,6.29%,6.33%,6.35%,6.38%,6.40%,6.43%,6.46%,6.50%,6.54%,6.58%,6.62%,6.67%,6.71%,6.75%,6.79%,6.83%,6.88%,6.92%,6.96%,7.00%
53,"% connections, excluding cellular M2M",822,Contract,455,MTN,6.20%,6.15%,6.10%,6.05%,6.00%,5.95%,5.79%,5.09%,5.00%,4.65%,4.34%,4.16%,4.00%,4.00%,4.00%,4.00%,4.00%,3.87%,3.14%,2.81%,2.69%,2.39%,2.18%,2.00%,2.05%,2.11%,2.10%,2.16%,2.19%,2.11%,2.05%,2.08%,2.14%,2.01%,1.98%,2.07%,2.12%,2.25%,2.24%,2.27%,2.38%,2.56%,2.71%,2.74%,3.16%,3.23%,3.52%,3.52%,3.70%,4.03%,4.30%,4.56%,4.86%,5.17%,5.43%,5.62%,5.75%,5.84%,5.92%,6.00%,6.08%,6.15%,6.21%,6.26%,6.29%,6.33%,6.35%,6.38%,6.40%,6.43%,6.46%,6.50%,6.54%,6.58%,6.62%,6.67%,6.71%,6.75%,6.79%,6.83%,6.88%,6.92%,6.96%,7.00%
