,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GSMA Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Metric,id,Attribute,id,"Market, Operator",Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020
180,"Growth rate, unique subscribers, annual",1581,Mobile internet,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.17%,49.58%,46.81%,42.56%,37.64%,33.64%,28.61%,24.39%,23.29%,23.78%,25.36%,27.54%,26.58%,25.35%,21.39%,19.66%,15.04%,15.26%,14.92%,12.69%,15.98%,15.37%,15.22%,14.62%,13.74%,12.52%,13.25%,12.90%,12.58%,12.24%,11.93%,11.63%,11.34%,11.06%,10.74%,10.36%,9.94%,9.49%,9.06%,8.66%,8.29%,7.97%,7.66%,7.37%
180,"Growth rate, unique subscribers, annual",1582,Mobile internet > 2G,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.68%,54.94%,49.81%,45.78%,39.57%,34.26%,27.97%,22.67%,21.32%,21.02%,23.20%,23.00%,22.26%,20.19%,14.31%,13.93%,8.07%,7.43%,5.64%,2.73%,4.89%,3.99%,3.77%,2.14%,0.62%,-0.90%,-0.76%,-1.70%,-2.67%,-3.70%,-4.76%,-5.85%,-6.98%,-8.11%,-9.00%,-9.56%,-9.77%,-9.63%,-9.40%,-9.19%,-9.01%,-8.86%,-8.81%,-8.82%
180,"Growth rate, unique subscribers, annual",1583,Mobile internet > 3G + 4G,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.62%,21.30%,28.50%,22.51%,25.09%,29.48%,33.15%,37.18%,37.60%,43.04%,40.12%,57.60%,54.16%,55.86%,63.93%,49.22%,50.35%,50.95%,53.74%,51.97%,56.35%,52.26%,48.15%,47.90%,45.77%,42.22%,41.48%,39.79%,38.26%,36.83%,35.52%,34.25%,33.06%,31.87%,30.34%,28.44%,26.28%,23.95%,21.87%,20.07%,18.54%,17.26%,16.15%,15.19%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Market penetration, unique subscribers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Market penetration, unique subscribers",0,Total,,Nigeria,,,0.03%,0.02%,0.02%,0.03%,0.07%,0.24%,0.49%,0.76%,1.02%,1.20%,1.37%,1.51%,1.71%,2.29%,3.13%,3.77%,4.66%,6.09%,6.95%,8.44%,9.92%,10.99%,12.43%,13.62%,15.02%,17.22%,18.57%,19.21%,20.28%,20.19%,21.60%,23.31%,25.17%,27.32%,27.47%,28.09%,28.79%,29.78%,30.62%,31.08%,31.96%,33.15%,33.74%,33.91%,34.08%,34.57%,35.27%,35.92%,37.02%,38.37%,39.24%,39.84%,39.86%,41.19%,40.92%,42.06%,42.27%,43.15%,44.08%,45.10%,45.33%,45.24%,45.28%,45.31%,45.34%,46.32%,47.03%,47.70%,48.34%,48.97%,49.56%,50.09%,50.60%,51.09%,51.57%,51.99%,52.40%,52.80%,53.18%,53.54%,53.87%,54.19%
181,"Market penetration, unique subscribers",1581,Mobile internet,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51%,13.46%,14.56%,15.79%,16.76%,17.51%,18.23%,19.12%,20.12%,21.10%,22.25%,23.74%,24.79%,25.75%,26.30%,27.66%,27.77%,28.90%,29.43%,30.36%,31.37%,32.48%,33.03%,33.90%,34.76%,35.61%,36.45%,37.30%,38.14%,38.96%,39.77%,40.59%,41.40%,42.19%,42.94%,43.68%,44.39%,45.05%,45.68%,46.29%,46.88%,47.44%,47.97%,48.49%
181,"Market penetration, unique subscribers",1582,Mobile internet > 2G,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84%,11.72%,12.77%,13.91%,14.73%,15.32%,15.90%,16.61%,17.39%,18.05%,19.07%,19.89%,20.70%,21.12%,21.23%,22.07%,21.78%,22.09%,21.84%,22.08%,22.25%,22.38%,22.08%,21.97%,21.82%,21.61%,21.35%,21.05%,20.70%,20.28%,19.82%,19.32%,18.77%,18.17%,17.59%,17.04%,16.51%,16.01%,15.54%,15.09%,14.66%,14.24%,13.82%,13.42%
181,"Market penetration, unique subscribers",1583,Mobile internet > 3G + 4G,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67%,1.74%,1.80%,1.88%,2.03%,2.19%,2.33%,2.51%,2.73%,3.06%,3.18%,3.85%,4.09%,4.64%,5.07%,5.59%,5.99%,6.81%,7.59%,8.28%,9.12%,10.11%,10.96%,11.93%,12.95%,14.00%,15.10%,16.25%,17.45%,18.68%,19.95%,21.27%,22.63%,24.02%,25.36%,26.64%,27.87%,29.03%,30.14%,31.20%,32.23%,33.21%,34.15%,35.06%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
