,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GSMA Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Metric,id,Attribute,id,"Market, Operator",Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020
53,"% connections, excluding cellular M2M",796,2G,481,Moov (Maroc Telecom),,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.47%,98.93%,98.35%,97.75%,97.10%,96.38%,95.68%,94.92%,94.22%,93.31%,92.33%,91.26%,90.09%,88.82%,87.44%,85.96%,84.38%,82.68%,80.86%,78.92%,76.85%,74.64%,72.29%,69.81%,67.19%,64.43%,61.53%,58.51%
53,"% connections, excluding cellular M2M",796,2G,43,Bell Benin Communications  (Closed Q4 2015),,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",796,2G,1795,Glo Mobile (Globacom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
53,"% connections, excluding cellular M2M",755,3G,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,0.99%,1.39%,1.73%,2.03%,2.53%,3.28%,3.80%,4.27%,4.89%,5.63%,6.31%,7.22%,8.10%,9.17%,10.18%,11.12%,12.11%,13.06%,14.03%,15.06%,16.17%,17.36%,18.61%,19.92%,21.29%,22.73%,24.24%,25.81%,27.44%,29.14%,30.90%,32.71%
53,"% connections, excluding cellular M2M",755,3G,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14%,2.19%,3.16%,4.01%,4.76%,5.68%,6.62%,7.43%,8.29%,8.94%,9.85%,10.87%,12.07%,13.61%,14.81%,15.83%,16.61%,17.64%,18.72%,19.82%,20.95%,22.12%,23.36%,24.63%,25.92%,27.25%,28.64%,30.05%,31.48%,32.94%,34.45%,35.97%,37.51%
53,"% connections, excluding cellular M2M",755,3G,481,Moov (Maroc Telecom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,1.07%,1.65%,2.25%,2.90%,3.62%,4.32%,5.08%,5.78%,6.69%,7.67%,8.74%,9.91%,11.18%,12.56%,14.04%,15.62%,17.32%,19.14%,21.08%,23.16%,25.36%,27.71%,30.19%,32.81%,35.57%,38.47%,41.49%
53,"% connections, excluding cellular M2M",799,4G,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.06%,0.10%,0.15%,0.21%,0.27%,0.42%,0.54%,0.68%,0.84%,1.02%,1.20%,1.39%,1.58%,1.79%,2.01%,2.23%,2.47%,2.71%,2.96%,3.22%,3.49%,3.77%
53,"% connections, excluding cellular M2M",799,4G,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.13%,0.22%,0.34%,0.46%,0.60%,0.91%,1.16%,1.47%,1.84%,2.23%,2.64%,3.06%,3.51%,3.98%,4.48%,4.98%,5.52%,6.07%,6.65%,7.25%,7.86%,8.50%
53,"% connections, excluding cellular M2M",799,4G,691,Benin Telecoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.20%,0.39%,0.69%,1.19%,1.62%,1.99%,2.35%,2.74%,3.17%,3.60%,4.05%,4.52%,5.01%,5.51%,6.04%,6.59%,7.16%,7.75%,8.35%,9.00%
53,"% connections, excluding cellular M2M",1292,Mobile broadband capable,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,0.99%,1.39%,1.73%,2.03%,2.53%,3.28%,3.80%,4.27%,4.89%,5.65%,6.37%,7.32%,8.25%,9.37%,10.45%,11.54%,12.65%,13.75%,14.87%,16.07%,17.37%,18.75%,20.20%,21.71%,23.30%,24.97%,26.71%,28.52%,30.40%,32.36%,34.39%,36.48%
53,"% connections, excluding cellular M2M",1292,Mobile broadband capable,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14%,2.19%,3.16%,4.01%,4.76%,5.68%,6.62%,7.43%,8.29%,8.94%,9.89%,11.00%,12.29%,13.95%,15.27%,16.43%,17.52%,18.80%,20.19%,21.66%,23.18%,24.76%,26.42%,28.14%,29.91%,31.73%,33.62%,35.56%,37.56%,39.60%,41.69%,43.83%,46.01%
53,"% connections, excluding cellular M2M",1292,Mobile broadband capable,481,Moov (Maroc Telecom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,1.07%,1.65%,2.25%,2.90%,3.62%,4.32%,5.08%,5.78%,6.69%,7.67%,8.74%,9.91%,11.18%,12.56%,14.04%,15.62%,17.32%,19.14%,21.08%,23.16%,25.36%,27.71%,30.19%,32.81%,35.57%,38.47%,41.49%
53,"% connections, excluding cellular M2M",1292,Mobile broadband capable,691,Benin Telecoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.20%,0.39%,0.69%,1.19%,1.62%,1.99%,2.35%,2.74%,3.17%,3.60%,4.05%,4.52%,5.01%,5.51%,6.04%,6.59%,7.16%,7.75%,8.35%,9.00%
53,"% connections, excluding cellular M2M",1120,GSM (Family),,Benin,,50.52%,77.86%,88.69%,93.73%,96.01%,97.27%,98.04%,98.55%,98.91%,99.16%,99.35%,99.49%,99.60%,99.68%,99.75%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.98%,99.94%,99.90%,99.85%,99.79%,99.73%,99.58%,99.46%,99.32%,99.16%,98.98%,98.80%,98.61%,98.42%,98.21%,97.99%,97.77%,97.53%,97.29%,97.04%,96.78%,96.51%,96.23%
53,"% connections, excluding cellular M2M",1120,GSM (Family),691,Benin Telecoms,,43.48%,68.45%,82.66%,90.51%,93.94%,95.82%,96.97%,97.74%,98.27%,98.65%,98.93%,99.15%,99.32%,99.44%,99.54%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.91%,99.80%,99.61%,99.31%,98.81%,98.38%,98.01%,97.65%,97.26%,96.83%,96.40%,95.95%,95.48%,94.99%,94.49%,93.96%,93.41%,92.84%,92.25%,91.65%,91.00%
53,"% connections, excluding cellular M2M",1120,GSM (Family),446,MTN,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.96%,99.87%,99.78%,99.66%,99.54%,99.40%,99.09%,98.84%,98.53%,98.16%,97.77%,97.36%,96.94%,96.49%,96.02%,95.52%,95.02%,94.48%,93.93%,93.35%,92.75%,92.14%,91.50%
53,"% connections, excluding cellular M2M",1120,GSM (Family),481,Moov (Maroc Telecom),,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
53,"% connections, excluding cellular M2M",1120,GSM (Family),43,Bell Benin Communications  (Closed Q4 2015),,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",1120,GSM (Family),1795,Glo Mobile (Globacom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
53,"% connections, excluding cellular M2M",603,GSM,,Benin,,50.52%,77.86%,88.69%,93.73%,96.01%,97.27%,98.04%,98.55%,98.91%,99.16%,99.35%,99.49%,99.60%,99.68%,99.75%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.47%,99.01%,98.61%,98.27%,97.97%,97.47%,96.72%,96.20%,95.73%,95.11%,94.35%,93.63%,92.68%,91.75%,90.63%,89.55%,88.46%,87.35%,86.25%,85.13%,83.93%,82.63%,81.25%,79.80%,78.29%,76.70%,75.03%,73.29%,71.48%,69.60%,67.64%,65.61%,63.52%
53,"% connections, excluding cellular M2M",603,GSM,691,Benin Telecoms,,43.48%,68.45%,82.66%,90.51%,93.94%,95.82%,96.97%,97.74%,98.27%,98.65%,98.93%,99.15%,99.32%,99.44%,99.54%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.91%,99.80%,99.61%,99.31%,98.81%,98.38%,98.01%,97.65%,97.26%,96.83%,96.40%,95.95%,95.48%,94.99%,94.49%,93.96%,93.41%,92.84%,92.25%,91.65%,91.00%
53,"% connections, excluding cellular M2M",603,GSM,446,MTN,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,98.86%,97.81%,96.84%,95.99%,95.24%,94.32%,93.38%,92.57%,91.72%,91.06%,90.11%,89.00%,87.71%,86.05%,84.73%,83.57%,82.48%,81.20%,79.81%,78.34%,76.82%,75.24%,73.58%,71.86%,70.09%,68.27%,66.38%,64.44%,62.44%,60.40%,58.31%,56.17%,53.99%
53,"% connections, excluding cellular M2M",603,GSM,481,Moov (Maroc Telecom),,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,99.47%,98.93%,98.35%,97.75%,97.10%,96.38%,95.68%,94.92%,94.22%,93.31%,92.33%,91.26%,90.09%,88.82%,87.44%,85.96%,84.38%,82.68%,80.86%,78.92%,76.85%,74.64%,72.29%,69.81%,67.19%,64.43%,61.53%,58.51%
53,"% connections, excluding cellular M2M",603,GSM,43,Bell Benin Communications  (Closed Q4 2015),,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",603,GSM,1795,Glo Mobile (Globacom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
53,"% connections, excluding cellular M2M",951,WCDMA (Family),,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,0.99%,1.39%,1.73%,2.03%,2.53%,3.28%,3.80%,4.27%,4.89%,5.63%,6.31%,7.22%,8.10%,9.17%,10.18%,11.12%,12.11%,13.06%,14.03%,15.06%,16.17%,17.36%,18.61%,19.92%,21.29%,22.73%,24.24%,25.81%,27.44%,29.14%,30.90%,32.71%
53,"% connections, excluding cellular M2M",951,WCDMA (Family),446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14%,2.19%,3.16%,4.01%,4.76%,5.68%,6.62%,7.43%,8.29%,8.94%,9.85%,10.87%,12.07%,13.61%,14.81%,15.83%,16.61%,17.64%,18.72%,19.82%,20.95%,22.12%,23.36%,24.63%,25.92%,27.25%,28.64%,30.05%,31.48%,32.94%,34.45%,35.97%,37.51%
53,"% connections, excluding cellular M2M",951,WCDMA (Family),481,Moov (Maroc Telecom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,1.07%,1.65%,2.25%,2.90%,3.62%,4.32%,5.08%,5.78%,6.69%,7.67%,8.74%,9.91%,11.18%,12.56%,14.04%,15.62%,17.32%,19.14%,21.08%,23.16%,25.36%,27.71%,30.19%,32.81%,35.57%,38.47%,41.49%
53,"% connections, excluding cellular M2M",624,WCDMA,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37%,0.69%,0.97%,1.18%,1.40%,1.62%,1.98%,2.07%,2.07%,1.53%,1.17%,0.78%,0.49%,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",624,WCDMA,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80%,1.53%,2.21%,2.73%,3.27%,3.90%,4.53%,4.74%,4.90%,3.51%,2.63%,1.76%,1.10%,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",929,WCDMA HSPA,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16%,0.30%,0.42%,0.55%,0.64%,0.91%,1.29%,1.74%,2.20%,3.36%,4.46%,5.53%,6.73%,8.10%,9.17%,10.18%,11.12%,12.11%,13.06%,14.03%,15.06%,16.17%,17.36%,18.61%,19.92%,21.29%,22.73%,24.24%,25.81%,27.44%,29.14%,30.90%,32.71%
53,"% connections, excluding cellular M2M",929,WCDMA HSPA,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34%,0.66%,0.95%,1.28%,1.49%,1.77%,2.09%,2.69%,3.38%,5.43%,7.22%,9.11%,10.97%,13.61%,14.81%,15.83%,16.61%,17.64%,18.72%,19.82%,20.95%,22.12%,23.36%,24.63%,25.92%,27.25%,28.64%,30.05%,31.48%,32.94%,34.45%,35.97%,37.51%
53,"% connections, excluding cellular M2M",929,WCDMA HSPA,481,Moov (Maroc Telecom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,1.07%,1.65%,2.25%,2.90%,3.62%,4.32%,5.08%,5.78%,6.69%,7.67%,8.74%,9.91%,11.18%,12.56%,14.04%,15.62%,17.32%,19.14%,21.08%,23.16%,25.36%,27.71%,30.19%,32.81%,35.57%,38.47%,41.49%
53,"% connections, excluding cellular M2M",1384,LTE (Family),,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.06%,0.10%,0.15%,0.21%,0.27%,0.42%,0.54%,0.68%,0.84%,1.02%,1.20%,1.39%,1.58%,1.79%,2.01%,2.23%,2.47%,2.71%,2.96%,3.22%,3.49%,3.77%
53,"% connections, excluding cellular M2M",1384,LTE (Family),446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.13%,0.22%,0.34%,0.46%,0.60%,0.91%,1.16%,1.47%,1.84%,2.23%,2.64%,3.06%,3.51%,3.98%,4.48%,4.98%,5.52%,6.07%,6.65%,7.25%,7.86%,8.50%
53,"% connections, excluding cellular M2M",1384,LTE (Family),691,Benin Telecoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.20%,0.39%,0.69%,1.19%,1.62%,1.99%,2.35%,2.74%,3.17%,3.60%,4.05%,4.52%,5.01%,5.51%,6.04%,6.59%,7.16%,7.75%,8.35%,9.00%
53,"% connections, excluding cellular M2M",996,LTE,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.06%,0.10%,0.15%,0.21%,0.27%,0.42%,0.54%,0.68%,0.84%,1.02%,1.20%,1.39%,1.58%,1.79%,2.01%,2.23%,2.47%,2.71%,2.96%,3.22%,3.49%,3.77%
53,"% connections, excluding cellular M2M",996,LTE,446,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.13%,0.22%,0.34%,0.46%,0.60%,0.91%,1.16%,1.47%,1.84%,2.23%,2.64%,3.06%,3.51%,3.98%,4.48%,4.98%,5.52%,6.07%,6.65%,7.25%,7.86%,8.50%
53,"% connections, excluding cellular M2M",996,LTE,691,Benin Telecoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.20%,0.39%,0.69%,1.19%,1.62%,1.99%,2.35%,2.74%,3.17%,3.60%,4.05%,4.52%,5.01%,5.51%,6.04%,6.59%,7.16%,7.75%,8.35%,9.00%
53,"% connections, excluding cellular M2M",825,Analog,,Benin,100.00%,49.48%,22.14%,11.31%,6.27%,3.99%,2.73%,1.96%,1.45%,1.09%,0.84%,0.65%,0.51%,0.40%,0.32%,0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"% connections, excluding cellular M2M",825,Analog,691,Benin Telecoms,100.00%,56.52%,31.55%,17.34%,9.49%,6.06%,4.18%,3.03%,2.26%,1.73%,1.35%,1.07%,0.85%,0.68%,0.56%,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Net additions, excluding cellular M2M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Net additions, excluding cellular M2M",0,Total,,Benin,,"8,315","18,231","26,147","35,961","36,016","36,073","36,062","36,106","36,327","36,726","37,307","37,787","38,207","38,093","49,197","-3,057",-872,"3,038","11,003","21,711","30,680","37,401","41,934","46,542","82,292","103,755","103,026","176,858","193,858","131,857","228,858","259,199","361,361","223,839","356,838","432,372","567,718","396,516","485,514","258,209","289,212","232,208","345,209","200,830","159,826","94,830","198,826","-194,728","-252,725","-200,729","-213,728","352,586","384,586","423,585","439,586","536,377","-248,357","318,996","434,138","301,441","99,694","247,155","-13,435","87,399","-52,638","79,602","132,139","172,200","210,985","225,629","209,534","184,214","171,287","166,755","164,610","160,806","152,450","149,733","147,367","143,415","137,725","133,620","130,912"
36,"Net additions, excluding cellular M2M",0,Total,691,Benin Telecoms,,"6,015","9,578","15,251","24,284","23,559","22,836","22,111","21,388","20,664","19,939","19,216","18,708","17,984","16,611","15,023","-28,830","-25,897","-23,261","-20,894","-18,768","-16,859","-15,143","-13,602","-12,218","-10,974","-9,858","-8,855","29,500","29,500","29,499","29,500","-23,030","-23,030","-23,031","-23,030","-3,014","-3,014","-3,014","-3,014","-4,191","-4,190","-4,191","-4,191","-1,278","-1,279","-1,278","-1,279","-2,747","-2,747","-2,748","-2,747",240,240,239,240,"2,229","16,884","-10,182","-1,065","-6,594","-4,865","-2,859","2,859","4,999","-1,137",989,997,"1,884","2,415","2,677","2,597","2,471","2,451","2,429","2,318","2,168","2,018","1,929","1,833","1,713","1,578","1,465","1,364"
36,"Net additions, excluding cellular M2M",0,Total,446,MTN,,,"2,400","2,669","3,873","5,077","6,281","7,748","9,268","10,472","11,360","11,933","12,189","12,930","13,791","13,788","12,921","10,545","9,966","13,455","19,635","23,948","25,818","25,216","24,321","54,096","69,000","61,000","38,000","55,000","-7,000","90,000","27,000","100,000","49,000","182,000","101,000","180,000","92,000","181,000","122,000","153,000","96,000","209,000","101,000","60,000","-5,000","99,000","89,000","31,000","83,000","70,000","67,000","99,000","138,000","154,000","129,000","78,000","118,000","78,000","249,000","131,000","76,000","23,000","-89,000","39,000","99,376","129,624","93,503","77,478","70,473","69,546","68,161","62,501","60,472","59,866","58,717","55,636","54,692","53,955","52,655","50,675","49,276","48,394"
