,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GSMA Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Metric,id,Attribute,id,"Market, Operator",Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020
56,"Growth rate, excluding cellular M2M, quarterly",796,2G,5929,Halotel (Viettel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86%,30.00%,19.16%,15.00%,8.21%,6.45%,5.21%,3.93%,2.53%,1.20%,0.34%,-0.32%,-1.06%,-2.01%,-2.26%,-2.26%,-2.29%,-2.42%,-2.51%,-2.57%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.38%,66.52%,44.34%,34.89%,32.45%,28.78%,27.13%,24.42%,22.01%,14.66%,18.12%,16.65%,13.73%,15.90%,12.25%,12.51%,12.99%,16.19%,16.11%,15.81%,12.90%,11.47%,12.13%,12.99%,11.19%,10.22%,10.43%,9.75%,9.18%,10.19%,9.70%,8.87%,9.01%,8.81%,9.43%,11.24%,6.96%,7.34%,6.88%,6.45%,5.27%,4.89%,4.67%,4.48%,4.35%,4.23%,4.08%,3.94%,3.83%,3.74%,3.59%,3.37%,3.16%,2.96%,2.78%,2.61%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55%,72.19%,41.92%,29.54%,11.37%,10.21%,9.26%,8.48%,14.58%,-7.85%,5.99%,-2.30%,-8.19%,-6.24%,-0.82%,-11.95%,-23.07%,0.00%,-6.93%,6.35%,0.04%,2.37%,-10.21%,-8.82%,-7.18%,-3.76%,4.43%,0.09%,38.51%,103.35%,4.33%,2.57%,2.93%,1.90%,0.98%,-0.70%,-1.41%,0.85%,2.69%,2.40%,1.51%,1.33%,1.28%,1.27%,1.24%,1.17%,1.15%,1.14%,1.14%,1.10%,1.09%,1.07%,1.04%,1.01%,0.98%,0.97%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37%,86.86%,77.08%,61.36%,52.46%,42.56%,32.55%,24.41%,18.09%,14.79%,14.08%,14.51%,15.30%,14.59%,13.29%,11.32%,10.53%,9.71%,7.72%,4.58%,0.81%,3.08%,1.42%,4.29%,4.13%,-0.19%,1.54%,2.36%,2.55%,3.07%,3.02%,0.18%,-0.58%,-3.43%,-3.40%,-6.26%,-2.99%,-4.52%,-4.12%,-3.19%,1.50%,6.30%,9.04%,8.90%,8.16%,8.85%,9.27%,9.41%,9.40%,9.50%,9.80%,9.14%,7.95%,6.88%,6.02%,5.31%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,553,Vodacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.94%,55.91%,39.74%,34.00%,28.65%,25.78%,26.12%,23.56%,20.12%,18.02%,18.15%,20.30%,17.13%,19.58%,3.78%,11.74%,12.72%,14.46%,16.50%,17.68%,12.68%,7.21%,9.49%,12.03%,10.30%,10.55%,11.24%,10.63%,9.06%,10.64%,12.15%,11.21%,10.47%,7.84%,10.66%,9.08%,6.51%,5.94%,6.04%,6.35%,4.90%,4.09%,3.70%,3.33%,3.08%,2.83%,2.55%,2.29%,2.05%,1.87%,1.66%,1.46%,1.30%,1.16%,1.00%,0.84%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,93,Airtel (Bharti Airtel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.45%,75.05%,55.84%,38.41%,33.39%,29.34%,24.59%,18.97%,20.19%,25.01%,19.18%,16.51%,18.54%,17.99%,16.17%,15.17%,15.82%,16.00%,14.82%,12.14%,10.64%,10.17%,9.25%,8.37%,7.30%,7.70%,6.01%,6.19%,7.92%,8.00%,5.61%,2.70%,5.15%,6.32%,6.29%,4.53%,4.28%,4.10%,3.95%,3.84%,3.68%,3.57%,3.49%,3.41%,3.30%,3.25%,3.09%,2.92%,2.75%,2.60%,2.47%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40%,67.63%,38.86%,63.74%,27.72%,-41.35%,-0.66%,11.41%,-4.27%,-2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,279,Tigo (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.04%,61.60%,44.37%,34.76%,28.37%,24.61%,22.70%,20.59%,18.64%,16.75%,15.34%,14.71%,14.58%,14.47%,15.21%,16.38%,15.97%,11.87%,10.68%,11.02%,10.42%,7.74%,7.70%,6.77%,6.00%,5.40%,5.09%,4.89%,4.69%,4.35%,4.04%,3.80%,3.67%,3.41%,3.18%,3.01%,2.89%,2.74%,2.57%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,5809,Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.39%,342.70%,109.10%,68.95%,50.43%,39.03%,5.50%,16.31%,16.68%,15.60%,13.68%,11.85%,10.53%,9.92%,9.55%,9.02%,8.45%,7.95%,7.50%,7.10%,6.75%,6.48%,6.25%,6.03%,5.84%,5.68%
56,"Growth rate, excluding cellular M2M, quarterly",755,3G,5929,Halotel (Viettel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,30.00%,15.00%,5.61%,6.52%,7.24%,7.87%,8.40%,8.82%,9.10%,9.26%,9.35%,9.37%,9.31%,8.56%,7.73%,7.03%,6.44%,5.92%,5.47%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.67%,50.00%,116.67%,53.85%,35.00%,25.93%,24.63%,19.76%,16.50%,14.16%,13.50%,20.79%,183.43%,98.24%,57.62%,45.02%,46.43%,34.77%,30.30%,25.97%,21.70%,18.44%,15.68%,13.57%,12.43%,11.55%,10.71%,9.75%,9.23%,8.76%,8.25%,7.73%,7.34%,7.08%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,3194,Smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.67%,50.00%,116.67%,53.85%,35.00%,25.93%,24.63%,19.76%,16.50%,14.16%,13.50%,11.99%,11.05%,10.20%,9.37%,8.61%,8.04%,7.61%,7.21%,6.69%,6.36%,5.99%,5.60%,5.17%,4.94%,4.70%,4.45%,4.13%,3.96%,3.77%,3.55%,3.33%,3.16%,3.03%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,279,Tigo (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.57%,141.13%,63.91%,44.39%,33.55%,26.62%,22.38%,19.11%,16.59%,14.12%,12.05%,10.47%,9.53%,8.75%,8.00%,7.21%,6.76%,6.37%,5.96%,5.53%,5.21%,4.98%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,5809,Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.40%,146.90%,85.55%,56.95%,41.47%,33.44%,27.85%,23.50%,19.52%,16.44%,14.22%,12.96%,11.93%,10.95%,9.92%,9.36%,8.87%,8.35%,7.81%,7.42%,7.14%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.08%,90.22%,49.34%,32.93%,22.75%,16.78%,13.47%,11.35%,9.71%,8.14%,7.14%,6.28%,5.48%,4.69%,4.15%,3.65%,3.17%,2.69%,2.29%,1.93%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,553,Vodacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.74%,103.42%,70.63%,50.46%,35.63%,28.59%,23.27%,19.43%,17.36%,15.85%,14.46%,12.99%,12.19%,11.49%,10.77%,10.03%,9.48%,9.10%
56,"Growth rate, excluding cellular M2M, quarterly",799,4G,591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.07%,108.90%,77.45%,55.65%,41.17%,30.70%,23.35%,19.33%,18.08%,17.82%,17.48%,16.13%,15.07%,13.85%,12.66%,11.67%,10.94%,10.41%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.38%,66.52%,44.34%,34.89%,32.45%,28.78%,27.13%,24.42%,22.01%,14.66%,18.12%,16.65%,13.73%,15.90%,12.25%,12.51%,12.99%,16.19%,16.11%,15.81%,12.90%,11.48%,12.18%,13.01%,11.26%,10.27%,10.48%,9.79%,9.21%,10.22%,9.72%,8.88%,9.02%,8.85%,10.12%,12.13%,7.87%,8.33%,8.27%,7.81%,6.77%,6.43%,6.13%,5.86%,5.60%,5.36%,5.17%,5.01%,4.85%,4.68%,4.51%,4.29%,4.07%,3.85%,3.66%,3.50%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55%,72.19%,41.92%,29.54%,11.37%,10.21%,9.26%,8.48%,14.58%,-7.85%,5.99%,-2.30%,-8.19%,-6.24%,-0.82%,-11.95%,-23.07%,0.00%,-6.93%,6.35%,0.04%,2.37%,-10.21%,-8.82%,-7.18%,-3.76%,4.43%,0.09%,38.51%,103.35%,4.33%,2.57%,2.93%,1.90%,0.98%,0.00%,0.80%,3.42%,5.15%,4.70%,3.53%,3.07%,2.84%,2.70%,2.54%,2.31%,2.18%,2.08%,1.96%,1.80%,1.70%,1.60%,1.49%,1.37%,1.27%,1.18%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37%,86.86%,77.08%,61.36%,52.46%,42.56%,32.55%,24.41%,18.09%,14.79%,14.08%,14.51%,15.30%,14.59%,13.29%,11.32%,10.53%,9.71%,7.72%,4.58%,0.81%,3.08%,1.42%,4.29%,4.13%,-0.19%,1.54%,2.36%,2.55%,3.07%,3.02%,0.18%,-0.58%,-3.43%,-3.40%,-6.26%,-2.99%,-3.84%,-2.75%,-0.82%,4.89%,10.02%,12.47%,11.82%,10.54%,10.68%,10.93%,11.10%,11.12%,10.99%,11.04%,10.29%,9.14%,8.12%,7.34%,6.73%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,553,Vodacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.94%,55.91%,39.74%,34.00%,28.65%,25.78%,26.12%,23.56%,20.12%,18.02%,18.15%,20.30%,17.13%,19.58%,3.78%,11.74%,12.72%,14.46%,16.50%,17.68%,12.68%,7.21%,9.49%,12.03%,10.30%,10.55%,11.24%,10.63%,9.06%,10.64%,12.15%,11.21%,10.47%,7.84%,10.66%,9.08%,6.51%,6.07%,7.39%,7.69%,6.61%,6.02%,5.58%,5.25%,4.96%,4.64%,4.39%,4.18%,3.98%,3.78%,3.62%,3.49%,3.35%,3.22%,3.11%,3.02%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,93,Airtel (Bharti Airtel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.45%,75.05%,55.84%,38.41%,33.39%,29.34%,24.59%,18.97%,20.19%,25.01%,19.18%,16.51%,18.54%,17.99%,16.17%,15.17%,15.82%,16.00%,14.82%,12.14%,10.64%,10.17%,9.25%,8.37%,7.30%,7.70%,6.01%,6.19%,7.92%,8.00%,5.61%,2.70%,5.15%,6.32%,6.29%,4.53%,4.28%,4.10%,3.95%,3.84%,3.68%,3.57%,3.49%,3.41%,3.30%,3.25%,3.09%,2.92%,2.75%,2.60%,2.47%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40%,67.63%,38.86%,63.74%,27.72%,-41.35%,-0.66%,11.41%,-4.27%,-2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,279,Tigo (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.04%,61.60%,44.37%,34.76%,28.37%,24.61%,22.70%,20.59%,18.64%,16.75%,15.34%,14.71%,14.58%,14.47%,15.21%,16.38%,16.21%,16.51%,16.12%,15.60%,14.59%,11.73%,11.20%,10.05%,9.07%,8.26%,7.57%,6.98%,6.46%,5.99%,5.58%,5.22%,4.90%,4.60%,4.34%,4.10%,3.88%,3.68%,3.50%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,3194,Smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.67%,50.00%,116.67%,53.85%,35.00%,25.93%,24.63%,19.76%,16.50%,14.16%,13.50%,11.99%,11.05%,10.20%,9.37%,8.61%,8.04%,7.61%,7.21%,6.69%,6.36%,5.99%,5.60%,5.17%,4.94%,4.70%,4.45%,4.13%,3.96%,3.77%,3.55%,3.33%,3.16%,3.03%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,5809,Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.39%,342.70%,109.10%,68.95%,52.20%,42.50%,10.55%,21.83%,21.57%,19.65%,17.34%,15.22%,13.56%,12.36%,11.42%,10.49%,9.77%,9.15%,8.56%,7.99%,7.59%,7.26%,6.95%,6.63%,6.37%,6.18%
56,"Growth rate, excluding cellular M2M, quarterly",1292,Mobile broadband capable,5929,Halotel (Viettel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,30.00%,15.00%,5.61%,6.52%,7.24%,7.87%,8.40%,8.82%,9.10%,9.26%,9.35%,9.37%,9.31%,8.56%,7.73%,7.03%,6.44%,5.92%,5.47%
56,"Growth rate, excluding cellular M2M, quarterly",959,CDMA (Family),,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.80%,72.49%,46.55%,34.95%,19.68%,18.66%,16.61%,14.19%,16.04%,1.61%,14.17%,6.38%,5.17%,5.91%,9.94%,3.74%,-4.12%,6.75%,4.79%,4.27%,0.29%,-2.32%,-4.23%,-3.63%,-2.72%,-2.27%,-0.95%,-1.74%,4.95%,21.53%,0.14%,-1.60%,-3.19%,-4.84%,-5.85%,-6.30%,-6.19%,-4.93%,-3.36%,-2.45%,-1.31%,-0.01%,0.47%,0.12%,-0.39%,-0.47%,-0.56%,-0.63%,-0.70%,-0.76%,-0.84%,-0.94%,-1.03%,-1.11%,-1.20%,-1.31%
56,"Growth rate, excluding cellular M2M, quarterly",959,CDMA (Family),1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55%,72.19%,41.92%,29.54%,11.37%,10.21%,9.26%,8.48%,14.58%,-7.85%,5.99%,-2.30%,-8.19%,-6.24%,-0.82%,-11.95%,-23.07%,0.00%,-6.93%,6.35%,0.04%,2.37%,-10.21%,-8.82%,-7.18%,-3.76%,4.43%,0.09%,38.51%,103.35%,4.33%,2.57%,2.93%,1.90%,0.98%,-0.70%,-1.41%,0.85%,2.69%,2.40%,1.51%,1.33%,1.28%,1.27%,1.24%,1.17%,1.15%,1.14%,1.14%,1.10%,1.09%,1.07%,1.04%,1.01%,0.98%,0.97%
56,"Growth rate, excluding cellular M2M, quarterly",959,CDMA (Family),591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37%,86.86%,77.08%,61.36%,52.46%,42.56%,32.55%,24.41%,18.09%,14.79%,14.08%,14.51%,15.30%,14.59%,13.29%,11.32%,10.53%,9.71%,7.72%,4.58%,0.81%,-1.74%,-2.83%,-2.48%,-1.77%,-1.81%,-1.93%,-2.09%,-1.76%,-1.52%,-2.31%,-4.19%,-7.26%,-9.82%,-11.54%,-11.62%,-11.30%,-11.80%,-11.57%,-10.12%,-6.37%,-2.62%,-1.16%,-2.28%,-3.92%,-4.20%,-4.65%,-5.16%,-5.69%,-6.15%,-6.90%,-7.78%,-8.77%,-9.85%,-11.31%,-13.34%
56,"Growth rate, excluding cellular M2M, quarterly",959,CDMA (Family),1421,BOL Mobile (Benson Informatics)  (Closed Q2 2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,28.57%,22.22%,-2.27%,-2.33%,-2.38%,-2.44%,16.67%,0.00%,2.86%,-13.86%,2.87%,-24.58%,6.86%,-6.81%,-13.44%,-19.48%,2.28%,-8.78%,-21.63%,-14.00%,-12.00%,-21.54%,-27.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",959,CDMA (Family),2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10%,24.10%,10.97%,40.23%,7.61%,-65.77%,-17.69%,6.66%,-21.94%,-17.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",952,CDMA2000 (Family),,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.80%,72.49%,46.55%,34.95%,19.68%,18.66%,16.61%,14.19%,16.04%,1.61%,14.17%,6.38%,5.17%,5.91%,9.94%,3.74%,-4.12%,6.75%,4.79%,4.27%,0.29%,-2.32%,-4.23%,-3.63%,-2.72%,-2.27%,-0.95%,-1.74%,4.95%,21.53%,0.14%,-1.60%,-3.19%,-4.84%,-5.85%,-6.30%,-6.19%,-4.93%,-3.36%,-2.45%,-1.31%,-0.01%,0.47%,0.12%,-0.39%,-0.47%,-0.56%,-0.63%,-0.70%,-0.76%,-0.84%,-0.94%,-1.03%,-1.11%,-1.20%,-1.31%
56,"Growth rate, excluding cellular M2M, quarterly",952,CDMA2000 (Family),591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37%,86.86%,77.08%,61.36%,52.46%,42.56%,32.55%,24.41%,18.09%,14.79%,14.08%,14.51%,15.30%,14.59%,13.29%,11.32%,10.53%,9.71%,7.72%,4.58%,0.81%,-1.74%,-2.83%,-2.48%,-1.77%,-1.81%,-1.93%,-2.09%,-1.76%,-1.52%,-2.31%,-4.19%,-7.26%,-9.82%,-11.54%,-11.62%,-11.30%,-11.80%,-11.57%,-10.12%,-6.37%,-2.62%,-1.16%,-2.28%,-3.92%,-4.20%,-4.65%,-5.16%,-5.69%,-6.15%,-6.90%,-7.78%,-8.77%,-9.85%,-11.31%,-13.34%
56,"Growth rate, excluding cellular M2M, quarterly",952,CDMA2000 (Family),1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55%,72.19%,41.92%,29.54%,11.37%,10.21%,9.26%,8.48%,14.58%,-7.85%,5.99%,-2.30%,-8.19%,-6.24%,-0.82%,-11.95%,-23.07%,0.00%,-6.93%,6.35%,0.04%,2.37%,-10.21%,-8.82%,-7.18%,-3.76%,4.43%,0.09%,38.51%,103.35%,4.33%,2.57%,2.93%,1.90%,0.98%,-0.70%,-1.41%,0.85%,2.69%,2.40%,1.51%,1.33%,1.28%,1.27%,1.24%,1.17%,1.15%,1.14%,1.14%,1.10%,1.09%,1.07%,1.04%,1.01%,0.98%,0.97%
56,"Growth rate, excluding cellular M2M, quarterly",952,CDMA2000 (Family),1421,BOL Mobile (Benson Informatics)  (Closed Q2 2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,28.57%,22.22%,-2.27%,-2.33%,-2.38%,-2.44%,16.67%,0.00%,2.86%,-13.86%,2.87%,-24.58%,6.86%,-6.81%,-13.44%,-19.48%,2.28%,-8.78%,-21.63%,-14.00%,-12.00%,-21.54%,-27.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",952,CDMA2000 (Family),2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10%,24.10%,10.97%,40.23%,7.61%,-65.77%,-17.69%,6.66%,-21.94%,-17.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",823,CDMA2000 1X,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,28.57%,22.22%,-2.27%,-2.33%,-2.38%,-2.44%,16.67%,0.00%,263.60%,10.33%,16.29%,1.15%,32.03%,2.37%,-65.52%,-24.53%,3.06%,-27.58%,-29.22%,-65.79%,-12.00%,-21.54%,-27.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",823,CDMA2000 1X,1421,BOL Mobile (Benson Informatics)  (Closed Q2 2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,28.57%,22.22%,-2.27%,-2.33%,-2.38%,-2.44%,16.67%,0.00%,2.86%,-13.86%,2.87%,-24.58%,6.86%,-6.81%,-13.44%,-19.48%,2.28%,-8.78%,-21.63%,-14.00%,-12.00%,-21.54%,-27.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",823,CDMA2000 1X,2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.87%,20.09%,7.39%,36.33%,3.60%,-71.78%,-26.39%,3.38%,-35.08%,-33.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",1385,CDMA2000 1xEV-DO (Family),,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.19%,74.30%,47.35%,35.45%,20.46%,19.26%,17.05%,14.51%,16.03%,1.63%,10.05%,6.17%,4.54%,6.21%,8.61%,3.84%,0.29%,7.53%,4.82%,4.81%,0.64%,-1.79%,-4.21%,-3.59%,-2.66%,-2.12%,-0.95%,-1.74%,4.95%,21.53%,0.14%,-1.60%,-3.19%,-4.84%,-5.85%,-6.30%,-6.19%,-4.93%,-3.36%,-2.45%,-1.31%,-0.01%,0.47%,0.12%,-0.39%,-0.47%,-0.56%,-0.63%,-0.70%,-0.76%,-0.84%,-0.94%,-1.03%,-1.11%,-1.20%,-1.31%
56,"Growth rate, excluding cellular M2M, quarterly",1385,CDMA2000 1xEV-DO (Family),591,Zantel (Millicom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37%,86.86%,77.08%,61.36%,52.46%,42.56%,32.55%,24.41%,18.09%,14.79%,14.08%,14.51%,15.30%,14.59%,13.29%,11.32%,10.53%,9.71%,7.72%,4.58%,0.81%,-1.74%,-2.83%,-2.48%,-1.77%,-1.81%,-1.93%,-2.09%,-1.76%,-1.52%,-2.31%,-4.19%,-7.26%,-9.82%,-11.54%,-11.62%,-11.30%,-11.80%,-11.57%,-10.12%,-6.37%,-2.62%,-1.16%,-2.28%,-3.92%,-4.20%,-4.65%,-5.16%,-5.69%,-6.15%,-6.90%,-7.78%,-8.77%,-9.85%,-11.31%,-13.34%
56,"Growth rate, excluding cellular M2M, quarterly",1385,CDMA2000 1xEV-DO (Family),1829,TTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55%,72.19%,41.92%,29.54%,11.37%,10.21%,9.26%,8.48%,14.58%,-7.85%,5.99%,-2.30%,-8.19%,-6.24%,-0.82%,-11.95%,-23.07%,0.00%,-6.93%,6.35%,0.04%,2.37%,-10.21%,-8.82%,-7.18%,-3.76%,4.43%,0.09%,38.51%,103.35%,4.33%,2.57%,2.93%,1.90%,0.98%,-0.70%,-1.41%,0.85%,2.69%,2.40%,1.51%,1.33%,1.28%,1.27%,1.24%,1.17%,1.15%,1.14%,1.14%,1.10%,1.09%,1.07%,1.04%,1.01%,0.98%,0.97%
56,"Growth rate, excluding cellular M2M, quarterly",1385,CDMA2000 1xEV-DO (Family),2033,Sasatel (Dovetel)  (Closed Q2 2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40%,67.63%,38.86%,63.74%,27.72%,-41.35%,-0.66%,11.41%,-4.27%,-2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Growth rate, excluding cellular M2M, quarterly",824,CDMA2000 1xEV-DO,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.19%,74.30%,47.35%,35.45%,20.46%,19.26%,17.05%,14.51%,16.03%,1.63%,10.05%,6.17%,4.54%,6.20%,8.60%,3.83%,0.27%,7.50%,4.77%,4.79%,0.62%,-1.83%,-4.21%,-3.59%,-2.67%,-2.14%,-1.02%,-1.80%,4.51%,19.91%,-0.20%,-1.99%,-3.73%,-5.50%,-6.62%,-6.81%,-6.13%,-5.16%,-4.19%,-3.69%,-2.82%,-2.00%,-2.12%,-3.28%,-4.42%,-5.00%,-5.73%,-6.57%,-7.09%,-7.26%,-7.55%,-7.91%,-8.31%,-8.75%,-9.33%,-10.09%
